gene_id	padj	log2FoldChange	probesetID
AT1G75640	0.001825838	-1.53	262971_at
AT1G71980	0.005346128	1.30861167	260168_at
AT3G27870	0.007070304	1.613548727	257224_at
AT2G38180	0.000914631	-1.61	267096_at
AT5G19520	0.043485429	-1.35	245944_at
AT1G35910	0.00000624	-2.58	256319_at
AT4G34590	0.0000931	-1.6	253245_at
AT4G34220	0.001663071	-2.19	253278_at
AT2G32750	0.002559735	-1.49	267541_at
AT1G30650	0.00062458	-1.99	263225_at
AT2G35290	0.001279115	1.509517125	266545_at
AT5G43810	0.002691354	-1.46	249115_at
AT5G67360	0.0000922	-2.09	246990_at
AT5G62150	0.025939219	1.334510296	247487_at
AT1G70580	0.046672487	1.270329983	260309_at
AT5G65310	0.03613286	-1.24	247191_at
AT2G40970	0.00000869	-2.29	267077_at
AT2G28200	0.000856614	-1.72	265573_at
AT2G17130	0.005132546	1.46079466	263583_at
AT4G19460	0.0000636	-1.71	254575_at
AT1G53570	0.026381112	1.378054941	260988_at
AT3G17609	0.00000834	2.197860507	258349_at
AT5G18690	0.000024	-2.9	250002_at
AT4G00330	0.005432827	1.362273299	255716_at
AT5G14750	0.000234595	-2.17	246585_at
AT2G38450	0.005787978	1.349541457	267033_at
AT2G06925	0.033021413	-1.24	266500_at
AT5G56950	0.025245195	-1.3	247955_at
AT1G15400	0.002822223	1.447023607	262592_at
AT3G21750	0.000103788	-1.79	257949_at
AT3G22200	0.017735738	1.285621266	256765_at
AT3G22750	0.000637391	1.49714243	258323_at
AT3G60520	0.0000527	-2.16	251372_at
AT5G22310	0.003945441	-1.36	249887_at
AT5G20630	0.0000477	-2.46	246004_at
AT4G31410	0.012378717	1.426171054	253520_at
AT5G24290	0.000505909	1.692093613	249790_at
AT1G26670	0.002568001	1.443588115	261276_at
AT1G22740	0.001589734	1.670753145	264209_at
AT2G40150	0.005312402	-1.55	263386_at
AT5G47240	0.010231718	1.490706693	248793_at
AT4G08150	0.00000131	-2.64	255149_at
AT1G13330	0.013709408	1.342119314	259409_at
AT3G04640	0.00799634	1.36417275	258792_at
AT5G40730	0.002992418	1.734161876	249375_at
AT3G56480	0.000828352	-1.51	251688_at
AT3G58630	0.032838334	1.234870716	251585_at
AT3G23150	0.000097	-1.86	257922_at
AT1G76600	0.000293339	1.996069998	259979_at
AT3G01890	0.017490378	1.413068469	258974_at
AT3G60580	0.036508122	-1.43	251398_at
AT5G25160	0.000434278	-2.47	246933_at
AT5G01620	0.041329521	1.341136974	251108_at
AT5G61605	0.003065421	-1.69	247546_at
AT2G21950	0.006651271	1.545764458	263898_at
AT5G61600	0.012127779	1.401297508	247543_at
AT3G13810	0.000585846	-1.65	257610_at
AT1G22970	0.045044844	1.264836968	264722_at
AT5G56540	0.033065752	-1.56	247965_at
AT2G46410	0.01703643	1.696686078	263775_at
AT3G62700	0.003236929	-1.36	251227_at
AT5G48180	0.000400399	-1.53	248713_at
AT1G21060	0.036916376	-1.32	261451_at
AT5G59450	0.003318504	-1.44	247707_at
AT1G06650	0.032567812	1.367959974	262638_at
AT1G07520	0.03193844	1.281525296	261063_at
AT1G11400	0.001919697	1.384226672	261823_at
AT1G73590	0.000782981	-1.76	259845_at
AT5G02020	0.000436514	-1.85	251039_at
AT1G07745	0.047183526	1.230749369	261437_at
AT1G78290	0.000843291	-1.61	260774_at
AT3G62930	0.002080642	-1.75	251195_at
AT5G65520	0.005580407	1.6105147	247169_at
AT1G61350	0.019483291	-1.29	264769_at
AT2G38660	0.009667153	1.395165144	266400_at
AT5G62380	0.001083721	-1.62	247479_at
AT4G37250	0.0000793	-2.17	246244_at
AT1G20650	0.011076485	-1.51	259541_at
AT1G20900	0.028967628	-1.36	262805_at
AT1G44760	0.016027944	-1.29	261323_at
AT4G18250	0.002464694	-1.65	254660_at
AT5G57050	0.00763654	-1.33	247957_at
AT5G12190	0.006706416	1.354504589	250314_at
AT4G35070	0.00019377	-1.86	253168_at
AT1G02400	0.003431649	-1.53	259445_at
AT2G43400	0.001139647	1.57045328	260536_at
AT5G49710	0.008193554	1.427631371	248565_at
AT5G57940	0.044122743	1.304365897	247890_at
AT4G24350	0.048018288	1.31753883	254150_at
AT5G08300	0.047714715	-1.22	246035_at
AT2G39130	0.000110935	-2.48	267019_at
AT2G22980	0.042873592	-1.24	267265_at
AT2G28690	0.022921173	1.256734001	263436_at
AT3G16490	0.000000394	-2.68	257229_at
AT1G42540	0.00775445	1.393487165	256541_at
AT3G25780	0.013374287	1.428881212	257644_at
AT5G54130	0.029038785	-1.36	248191_at
AT2G41140	0.003532382	-1.43	267082_at
AT5G16600	0.00010596	-2.36	250103_at
AT3G02150	0.012134291	-1.35	259129_at
AT3G60260	0.015518588	1.379724649	251406_at
AT5G05480	0.025628993	1.260956878	250784_at
AT1G69490	0.00000369	-3.87	256300_at
AT3G23090	0.003568809	-1.58	257761_at
AT5G61290	0.000131513	-1.6	247577_at
AT2G44310	0.04816468	1.23738134	267366_at
AT2G41510	0.0000702	-3.49	245108_at
AT4G26060	0.010325777	1.334424597	253992_at
AT5G65730	0.004771655	1.644060292	247162_at
AT2G46750	0.004927158	1.658385125	266712_at
AT1G21980	0.034846672	-1.29	255959_at
AT1G23750	0.01276868	1.297243616	265183_at
AT3G16770	0.029622916	-1.24	258434_at
AT3G46690	0.007841316	1.318811497	252484_at
AT4G26240	0.014708681	1.37086948	254010_at
AT5G59840	0.040903312	1.224439446	247699_at
AT2G26040	0.003193724	-1.4	266895_at
AT1G16370	0.01809868	1.318490496	262756_at
AT3G60650	0.0000396	-3.04	251377_at
AT3G19970	0.023334505	1.252683206	256627_at
AT5G02760	0.000000291	-11.2	251017_at
AT5G16080	0.000293014	-1.89	246485_at
AT4G29950	0.025984286	1.220556348	253647_at
AT4G33920	0.023933089	1.294064351	253323_at
AT4G33925	0.000940639	1.533157115	253325_at
AT3G06220	0.024080276	1.372949954	256389_at
AT5G43830	0.000368465	1.718986194	249121_at
AT5G62170	0.000995014	-1.76	247457_at
AT3G10120	0.045172529	-1.39	258935_at
AT3G03240	0.000268723	-2.58	258873_at
AT3G12630	0.021448939	1.433666591	256231_at
AT3G62420	0.017279794	1.300206593	251237_at
AT1G10690	0.000522937	-1.84	262788_at
AT1G31660	0.016792958	-1.28	246575_at
AT5G04340	0.043888154	-1.29	245711_at
AT5G37360	0.008738452	1.408041658	249610_at
AT3G57870	0.029013872	1.250276748	251561_at
AT5G53250	0.0000987	2.258468956	248252_at
AT4G04610	0.027888116	-1.34	255284_at
AT1G76800	7.49E-09	-10.5	259871_at
AT3G49260	0.005842779	-1.59	252280_at
AT4G01440	0.001101259	-1.76	255576_at
AT3G61830	0.0000786	-2	251289_at
AT1G32900	0.000000169	5.024228382	261191_at
AT5G63620	0.002984882	1.439246104	247353_at
AT2G41490	0.049801746	1.29718547	267103_at
AT5G46710	0.026762398	-1.29	248870_at
AT3G16530	0.0000768	-2.12	257206_at
AT5G64816	0.049416	1.221053431	247258_at
AT5G57550	0.004771655	1.975267004	247866_at
AT1G66130	0.023284994	1.329107094	256514_at
AT4G23600	0.000125464	-1.71	254232_at
AT3G46060	0.040034043	1.28302127	252514_at
AT3G11530	0.044980932	1.212892158	259236_at
AT5G47920	0.002083749	-1.61	248777_at
AT3G62550	0.01898434	1.679521164	251221_at
AT1G44000	0.01769044	1.475128953	259460_at
AT5G50160	0.012666406	-1.39	248540_at
AT1G77690	0.000000332	-5.23	259680_at
AT3G63210	0.0016269	-1.73	251169_at
AT1G62250	0.022115045	1.325018877	264738_at
AT1G62700	0.018535064	-1.4	262689_at
AT1G74950	0.007358349	1.307362978	262171_at
AT1G72260	0.0000636	-2.36	259802_at
AT3G20810	0.013249136	-1.37	257985_at
AT5G62100	0.033001418	-1.31	247461_at
AT5G02220	0.027998312	1.330587919	251035_at
AT1G20693	0.045703911	1.211311203	256091_at
AT3G47000	0.016108703	1.47280242	252445_at
AT5G06720	0.00750886	-1.48	250646_at
AT5G59780	0.009486698	-1.62	247696_at
AT4G24790	0.001103076	-2.03	254118_at
AT1G09460	0.0000198	-2.38	264551_at
AT3G10530	0.041996016	-1.23	258965_at
AT5G50200	0.005403386	1.458593154	248551_at
AT1G12430	0.002347958	-1.6	259513_at
AT2G30140	0.001341973	-1.62	267300_at
AT5G58350	0.000000348	-2.92	247819_at
AT2G28510	0.00000258	-3.35	264056_at
AT3G29030	0.000293339	-1.67	258003_at
AT2G28670	0.009291201	1.453136891	263437_at
AT5G18240	0.003792658	1.353793096	250031_at
AT4G31150	0.029850135	1.320757238	253563_at
AT5G14540	0.009517102	1.470177624	250193_at
AT2G37640	0.00000201	-3.09	267158_at
AT1G29400	0.024979973	-1.41	259769_at
AT5G22850	0.000149092	1.897602975	249914_at
AT1G53920	0.000000589	-5.52	262254_at
AT5G49770	0.00000052	4.098416218	248569_at
AT3G02820	0.005284836	1.346467408	258630_at
AT3G63010	0.005642803	1.700311097	251200_at
AT1G20160	3.57E-08	-24.3	261224_at
AT3G02170	0.00000659	-2.42	259104_at
AT1G18680	0.038384896	1.482596531	261426_at
AT1G13100	0.012873298	1.413555863	262827_at
AT1G79680	0.040591079	-1.26	261394_at
AT4G21650	0.0000073	-2.69	254377_at
AT1G62390	0.042192584	-1.21	260638_at
AT3G22430	0.025824776	1.276038354	258446_at
AT3G12580	0.000124839	-2.49	256245_at
AT1G18350	0.0000388	-2.78	261662_at
AT2G23180	0.000535404	-1.95	245075_at
AT4G36640	0.0000831	-1.88	246247_at
AT3G58790	0.000610587	-1.53	251544_at
AT2G46590	0.003099705	-1.77	265448_at
AT5G63810	0.002209308	-1.57	247348_at
AT3G09660	0.019306461	1.338844975	258697_at
AT3G49890	0.037694737	1.3531897	252229_at
AT1G28400	0.000000304	-4.69	261500_at
AT4G16250	0.004776741	1.495579821	245487_at
AT3G58770	0.002332306	-1.55	251543_at
AT4G29710	0.008748529	-1.37	253685_at
AT4G39510	0.00000081	-2.65	252911_at
AT3G05210	0.006875144	1.355527012	259304_at
AT5G20700	0.000491158	-1.67	245993_at
AT5G67110	0.027192942	-1.26	247035_at
AT2G02810	0.008415937	-1.43	267483_at
AT3G27100	0.024283182	1.463549276	257780_at
AT3G61820	8.66E-08	-3.48	251287_at
AT3G10340	0.000225299	-2.33	259149_at
AT5G10830	0.001055667	1.484679145	250449_at
AT2G32440	0.000220314	-1.53	266335_at
AT1G62810	0.027998312	-1.33	262667_at
AT5G45340	0.011686354	-1.54	248964_at
AT5G44620	0.000108732	-2.02	249012_at
AT5G13290	0.022376037	1.453092171	250284_at
AT3G15640	0.005580407	1.37005956	258274_at
AT4G27840	0.043846928	1.229537428	253836_at
AT4G39190	0.00000571	-2.34	252938_at
AT4G13950	0.03608171	1.249840188	245310_at
AT3G01660	0.042956931	1.246028263	259179_at
AT4G25620	0.002023847	-1.39	245229_at
AT1G10900	0.000604585	-1.75	260466_at
AT5G62190	0.026648035	-1.26	247465_at
AT2G01670	0.003958108	-1.76	265872_at
AT3G12610	0.0000769	-1.79	256237_at
AT1G74150	0.002563907	1.913330214	259904_at
AT1G33340	0.000732853	-2.07	256537_at
AT1G04000	0.001964842	1.511371514	265039_at
AT1G60800	0.000944025	-1.52	264930_at
AT3G17640	0.009122681	-1.36	258409_at
AT2G36470	0.0000147	-1.83	263919_at
AT4G38850	0.002249943	-2.46	252970_at
AT2G29310	0.010635968	-1.42	266277_at
AT1G70550	0.000252787	-1.89	260363_at
AT2G38490	0.001569988	1.540463378	267032_at
AT5G23880	0.040116883	1.310635799	249816_at
AT5G19380	0.000733708	1.644052357	246043_at
AT5G39860	0.0000177	-2.27	249383_at
AT3G59100	0.024640486	-1.34	251499_at
AT4G35350	0.028005523	-1.31	253191_at
AT2G13360	0.034411309	1.299779652	263350_at
AT2G44500	0.004378801	-1.56	267393_at
AT5G46730	0.035416106	-1.34	248862_at
AT1G71692	0.035140659	-1.26	261504_at
AT4G14560	0.006635073	-1.46	245397_at
AT5G54840	0.000715936	-1.61	248132_at
AT1G68640	0.000191884	-1.65	262278_at
AT4G09600	0.000439555	-1.93	255048_at
AT4G00730	0.010355206	-1.4	255636_at
AT3G03180	0.001103076	1.935514288	258866_at
AT3G62270	0.002020665	-1.55	251254_at
AT4G27270	0.029922661	1.271163127	253909_at
AT2G20620	0.029504359	1.333168899	263741_at
AT1G55810	0.013604626	1.296895467	264561_at
AT5G59845	0.0000896	-2.32	247657_at
AT1G76390	0.041965122	1.261463838	259884_at
AT1G08270	0.046028863	1.281486417	261812_at
AT3G15095	0.0000509	-1.68	257236_at
AT4G33160	0.00000238	2.438260675	253364_at
AT5G61640	0.010551874	1.5597152	247514_at
AT5G56220	0.001083489	-1.62	248003_at
AT3G51550	0.016283096	1.504279527	252066_at
AT5G48880	0.047516495	1.596294005	248625_at
AT3G57520	0.004880372	1.374671057	251642_at
AT3G08490	0.000468246	-1.49	256154_at
AT3G15890	0.022443764	1.522115278	257799_at
AT1G49200	0.009185397	-1.51	260770_at
AT5G07690	0.047963226	1.267156493	250598_at
AT1G78120	0.033770539	1.609536595	260053_at
AT5G48770	0.044384355	1.292214842	248672_at
AT5G03150	0.004465324	-1.53	250982_at
AT4G37470	0.000011	-1.88	253053_at
AT2G27840	0.001589982	-1.65	266253_at
AT1G73390	0.014988046	-1.3	245724_at
AT5G20930	0.017225754	1.666511292	246134_at
AT5G20935	0.000305202	1.678291061	246159_at
AT5G16380	0.005312402	1.472020764	250127_at
AT1G75140	0.000609646	1.620722224	256508_at
AT2G43620	0.000216309	-1.94	260556_at
AT1G65060	0.003389537	1.772333653	261907_at
AT2G37710	0.048038047	-1.24	267165_at
AT2G34490	0.000398739	-1.72	266996_at
AT5G03840	0.0000032	4.052109793	250869_at
AT3G28940	0.019035335	-1.37	258000_at
AT5G04310	0.030784141	-1.32	245706_at
AT5G19240	0.000248619	-2.31	249918_at
AT1G19530	0.000120161	-1.96	260668_at
AT2G28650	0.002995477	1.584589312	263439_at
AT5G45650	0.0000648	-2.11	248961_at
AT4G31130	0.00763654	1.36914011	253562_at
AT1G55200	0.0000922	-2.26	259656_at
AT4G34740	0.01531197	-1.35	253252_at
AT3G03830	0.009517102	-1.54	259332_at
AT4G31680	0.028343561	-1.34	253508_at
AT2G41100	0.043030778	-1.25	267083_at
AT4G14270	0.042272167	-1.22	245602_at
AT3G07090	0.0111921	-1.29	258830_at
AT1G05000	0.001286352	-1.72	265214_at
AT2G15695	0.000607621	1.631326367	265495_at
AT2G39830	0.004082909	-1.57	245087_at
AT5G65510	0.00000739	-2.6	247196_at
AT4G36480	0.013604626	-1.42	246213_at
AT5G44400	0.0000329	-2.06	249046_at
AT3G07540	0.00000449	-1.96	259021_at
AT5G05440	0.002554158	1.443905644	250777_at
AT1G43670	0.010369468	1.320731631	260837_at
AT5G46690	0.00000127	-3.35	248839_at
AT5G40690	0.027363167	1.386799941	249377_at
AT3G51960	0.019700465	1.453504675	252083_at
AT4G23030	0.000310515	-2.05	254292_at
AT4G27730	0.00384512	-1.6	253887_at
AT4G12080	0.0000775	1.807199098	254853_at
AT1G18800	0.036907866	-1.34	261406_at
AT1G14350	0.00002	-2.67	261491_at
AT1G26540	0.001840637	1.680963248	261000_at
AT2G35690	0.01605268	1.631431072	265843_at
AT3G05050	0.016810178	-1.31	259309_at
AT5G06750	0.008762911	1.363128771	250644_at
AT1G49240	0.015311959	1.349812266	260765_at
AT5G07590	0.025807105	1.35745634	250584_at
AT3G55110	0.024472418	-1.64	251826_at
AT1G65520	0.015164917	1.366129503	264627_at
AT5G28490	0.0000116	2.01049315	246137_at
AT3G56810	0.002870419	-1.79	246346_at
AT3G10630	0.001711654	1.564424716	258917_at
AT3G61770	0.049227776	1.21399488	251285_at
AT1G11380	0.005658953	1.403631588	261822_at
AT1G71830	0.004330062	-1.46	261521_at
AT1G74170	0.006005607	1.509196872	259902_at
AT3G12670	0.014845532	-1.32	257702_at
AT5G20820	0.00000942	-3.31	246000_at
AT5G18630	0.02174755	1.250330428	250008_at
AT1G47210	0.002923101	1.782025589	260506_at
AT1G10380	0.001664832	1.926193599	264466_at
AT2G38340	0.030126209	1.243275065	267026_at
AT5G55620	0.001874588	-1.74	248028_at
AT5G12890	0.002433762	-1.68	250264_at
AT4G35110	0.0000424	-2.05	253173_at
AT1G21680	0.00046149	1.908725784	262505_at
AT3G03910	0.000608293	-1.64	259346_at
AT4G32360	0.010812711	1.38978189	253479_at
AT5G22400	0.001352703	2.001387273	249933_at
AT3G50780	0.0338718	-1.29	252185_at
AT1G03360	0.008968259	-1.31	264357_at
AT3G12090	0.041798816	-1.3	256273_at
AT5G66320	0.005505011	-1.35	247086_at
AT1G72430	0.028967628	1.438835439	260427_at
AT5G50010	0.0000877	-2.25	248559_at
AT5G24580	0.001604337	-2.33	249755_at
AT3G06850	0.003013311	1.465212514	258527_at
AT3G16570	0.002083749	1.490565571	258432_at
AT1G02816	0.017197834	1.398483009	262116_at
AT1G13600	0.000000237	-4.19	256131_at
AT1G53885	0.021702649	1.331554761	262226_at
AT3G49220	0.030945191	-1.24	252255_at
AT4G00750	0.034562806	-1.32	255637_at
AT1G14730	0.000184589	-1.78	262831_at
AT3G63440	0.00785911	-1.43	251178_at
AT5G59400	0.006593983	1.499642133	247734_at
AT5G67490	0.005154076	1.356777119	247006_at
AT4G27250	0.006538321	1.631464669	253907_at
AT5G41460	0.000371474	-1.69	249303_at
AT2G32010	0.013464845	-1.37	265726_at
AT5G06610	0.000424867	-1.77	250689_at
AT1G69570	0.023921523	-1.45	259834_at
AT1G49740	0.0000668	-1.81	261609_at
AT2G01620	0.033021413	1.304792271	265867_at
AT5G55530	0.005545903	-1.42	248058_at
AT3G24110	0.023544747	-1.29	257245_at
AT4G21960	0.037676668	-1.21	254386_at
AT4G15020	0.047998461	-1.28	245587_at
AT3G50760	0.004739865	-1.36	252179_at
AT4G36470	0.007166804	-1.64	246236_at
AT3G47510	0.00000052	-4.02	252419_at
AT4G16146	0.001985121	-1.57	245319_at
AT1G10550	0.004483489	-1.81	263207_at
AT1G70990	0.000495934	-1.8	262315_at
AT5G07100	0.00180323	1.82362527	250666_at
AT1G65080	0.013323508	1.303412353	261906_at
AT5G02620	0.026823418	-1.41	250998_at
AT1G08630	0.000786943	-1.59	264777_at
AT5G03680	0.038556087	-1.36	250908_at
AT3G62860	0.027998312	-1.36	251235_at
AT5G07360	0.029132489	1.461468886	250627_at
AT3G28960	0.000151581	-1.89	257543_at
AT4G39800	0.0000417	-1.88	252863_at
AT3G25230	0.019483291	-1.25	257822_at
AT4G34980	0.000490042	-1.65	253218_at
AT2G42800	0.002157309	1.503374942	263971_at
AT4G34760	0.00384512	-2.08	253255_at
AT1G05790	0.036916376	1.43086915	261312_at
AT4G39730	0.009188099	1.278327633	252880_at
AT1G77020	0.000486915	-1.55	264947_at
AT1G79110	0.001063184	1.627848523	264091_at
AT5G57920	3.94E-09	13.93783779	247888_at
AT5G62230	0.0000748	-1.84	247471_at
AT2G41380	0.016056713	-1.67	266368_at
AT2G26170	0.001349926	-1.47	267380_at
AT1G68480	0.010278345	-1.42	260263_at
AT5G42780	0.005501405	1.601835039	249189_at
AT5G58930	0.023303971	-1.22	247770_at
AT1G28190	0.000435251	-1.85	245662_at
AT2G26280	0.049762768	1.227192426	267373_at
AT3G49660	0.029528818	-1.34	252273_at
AT1G80530	0.008574065	-1.38	260288_at
AT2G44770	0.026539408	-1.48	266880_at
AT1G75900	0.000162016	-1.99	262682_at
AT3G56950	0.045503881	1.282046982	251661_at
AT4G18820	0.000162917	2.030780035	254643_at
AT3G57150	0.018539212	-1.28	251667_at
AT2G03090	4.93E-08	-4.32	266770_at
AT3G07560	0.020550339	1.266688702	259068_at
AT5G06190	0.010329026	1.39366985	250722_at
AT4G33640	0.048095274	1.197300145	253304_at
AT5G25240	0.011511626	1.519802451	246926_at
AT5G01740	0.00000644	-3.74	251072_at
AT1G54260	0.019753357	1.385910875	263007_at
AT5G01210	0.010836128	-1.28	251144_at
AT4G34610	0.028218571	-1.4	253247_at
AT5G64550	0.041258191	-1.36	247265_at
AT5G45800	0.008896591	-1.39	248908_at
AT1G65500	0.000277518	1.953386864	264635_at
AT1G53180	0.0000574	-1.87	260639_at
AT3G57770	0.003419162	1.495388657	251647_at
AT1G26920	0.000000465	-3.19	263688_at
AT5G60680	0.00000363	-2.69	247585_at
AT5G26740	0.001715205	1.402086544	246843_at
AT1G10940	0.026712278	-1.3	260480_at
AT5G53050	0.005625104	1.37128083	248293_at
AT2G43810	0.003874323	1.416116707	260564_at
AT1G68560	0.00000802	-2.1	262230_at
AT3G55260	0.003196984	-1.84	251782_at
AT5G26200	0.030519187	1.31946734	246854_at
AT2G31350	0.019119538	1.426356305	263243_at
AT3G55450	0.00393062	1.319039115	251789_at
AT2G21240	0.033181324	1.245111761	263413_at
AT5G22300	0.00000201	-3.4	249942_at
AT1G62570	0.003236658	-1.51	265119_at
AT4G30450	0.00009	-3.01	253629_at
AT3G03300	0.045353883	1.341118167	258863_at
AT3G62220	0.027860804	1.424445582	251251_at
AT5G22460	0.0000484	-1.89	249917_at
AT4G24050	0.0000131	-3.61	254175_at
AT5G04290	0.045732445	1.350980919	245704_at
AT2G27230	0.00218917	-1.37	265629_at
AT1G33030	0.00000603	-3.28	261216_at
AT1G10050	0.039691834	1.217627778	264522_at
AT3G17680	0.02105275	-1.3	258376_at
AT1G73360	0.001791199	-1.47	245726_at
AT3G50900	0.018699743	-1.38	252133_at
AT3G26570	0.000743594	1.441305069	257311_at
AT2G20190	0.0255528	1.236031912	265576_at
AT3G43720	0.011733262	1.338303524	252711_at
AT1G17140	0.031569414	-1.26	262538_at
AT2G48090	0.000400399	-1.6	265769_at
AT3G04720	0.009517102	-1.48	258791_at
AT4G36140	0.02047991	1.344530932	253074_at
AT2G40360	0.036408309	-1.21	263824_at
AT1G03350	0.048209237	1.246422224	264367_at
AT3G08720	0.012814424	1.299821126	258682_at
AT2G03730	0.02209161	1.298124683	264040_at
AT5G58360	0.00000363	-3.88	247807_at
AT5G67160	0.016051942	-1.45	247038_at
AT2G01990	0.00000162	-3.28	257398_at
AT3G16360	0.0000426	-2.49	259329_at
AT5G55040	0.022429035	1.312515987	248142_at
AT1G17700	0.001286352	-1.95	259398_at
AT4G03270	0.013076439	-1.3	255422_at
AT2G47160	0.00000187	-5.15	263319_at
AT2G27350	0.009436876	1.284935153	265630_at
AT3G28580	0.003721622	-1.82	256989_at
AT4G19880	0.006350561	-1.36	254549_at
AT5G61570	0.007003714	1.493200462	247533_at
AT1G63010	0.024828497	-1.33	261107_at
AT5G65210	0.000330112	-1.61	247199_at
AT1G54890	0.023157529	-1.84	256349_at
AT4G28490	0.007179129	-1.48	253779_at
AT5G15830	0.000015	-2.54	246522_at
AT4G02050	0.036517943	1.289507995	255561_at
AT1G16070	8.25E-09	6.290903478	261840_at
AT1G75100	0.003978793	1.665606491	259927_at
AT3G19870	0.00118238	1.731640469	257991_at
AT5G59010	0.002139345	-1.44	247743_at
AT3G10840	0.006150942	-1.33	257533_at
AT1G60160	0.00549105	-1.37	264247_at
AT4G34160	0.000551853	1.603096208	253270_at
AT4G38660	0.001689782	-1.49	252954_at
AT5G62070	0.002361532	-1.53	247464_at
AT2G28610	0.022570472	1.490471775	263434_at
AT1G62830	0.035416106	-1.25	262668_at
AT4G14720	0.009625231	-1.3	245572_at
AT4G14050	0.010576858	1.324161186	245620_at
AT5G44730	0.002729471	-1.4	249015_at
AT3G50310	0.00000366	-3.05	252212_at
AT3G61250	0.000041	2.052821266	251363_at
AT4G31390	0.039793128	1.229526761	253517_at
AT1G70710	0.0000845	2.044541326	260181_at
AT5G07830	0.008371913	-1.38	250604_at
AT5G53660	0.0000127	-4.16	248213_at
AT4G10910	0.0081528	-1.56	254954_at
AT5G38850	0.046587487	-1.28	249504_at
AT2G37590	0.01801502	-1.42	267171_at
AT1G69760	0.002551149	1.671034307	260367_at
AT5G18150	0.010836128	1.453187553	250018_at
AT1G18620	0.003125772	-1.39	255774_at
AT4G32280	0.00589995	-1.55	253423_at
AT5G14070	7.49E-08	-3.67	250223_at
AT3G45260	0.013441715	-1.39	252573_at
AT5G66820	0.01345169	1.4532971	247063_at
AT1G28600	0.0000688	2.309530582	262745_at
AT4G38100	0.017724032	-1.26	253005_at
AT1G52320	0.048777403	1.397015075	259610_at
AT1G55110	0.014287929	-1.3	256149_at
AT4G14940	0.001004083	-1.81	245584_at
AT2G40670	0.014730487	-1.7	266078_at
AT4G36620	0.006454137	-1.55	246274_at
AT5G66170	0.021182619	-1.33	247136_at
AT3G09600	0.003933137	1.407398109	258723_at
AT1G31320	0.000553039	-1.93	257467_at
AT5G50820	0.039691834	-1.27	248469_at
AT3G51670	0.000048	-1.77	252080_at
AT3G05200	0.0000995	1.999607358	259312_at
AT1G48620	0.031596975	1.251815513	261303_at
AT1G67070	0.001063184	1.769943663	255881_at
AT1G77870	0.000000316	-4.54	262196_at
AT3G54010	0.03797184	1.319632861	251932_at
AT5G25220	0.0000768	-2.04	246930_at
AT3G61460	0.002209308	-1.51	251321_at
AT4G33666	0.03228228	-1.51	253305_at
AT2G21200	0.019879604	-1.3	264021_at
AT2G46530	0.0000632	-1.92	265454_at
AT3G03870	0.001705998	-1.41	259340_at
AT5G06710	0.000365578	-1.61	250694_at
AT2G22120	0.036408309	1.252924614	263351_at
AT5G64530	0.000287928	-1.71	247264_at
AT2G24580	0.015513147	1.465886114	263788_at
AT4G21510	0.048695226	-1.32	254424_at
AT3G53100	0.000049	-2.23	251968_at
AT4G31890	0.017972755	-1.45	253498_at
AT4G03510	0.045157087	-1.25	255381_at
AT1G60550	0.002083749	1.50701461	264920_at
AT5G44530	0.000109887	-1.68	249059_at
AT1G75730	0.017646472	-1.5	262967_at
AT5G16000	0.00000669	-2.72	246483_at
AT4G37370	0.041278275	-1.23	253046_at
AT5G42860	0.01207704	-1.75	249167_at
AT2G43800	0.004811579	-1.44	260565_at
AT4G38830	0.0000656	3.835012707	252964_at
AT3G55430	0.021103343	1.296183591	251804_at
AT4G28680	0.006551606	-1.86	253788_at
AT4G24150	0.004732453	-1.66	254203_at
AT1G10120	0.000847192	-1.56	264517_at
AT3G09980	0.000923451	1.612907896	258933_at
AT1G70520	0.001180844	1.665076528	260303_at
AT4G24030	0.000000428	3.485093483	254196_at
AT5G44190	0.006593983	-1.31	249035_at
AT1G42480	0.001369576	1.463953035	256543_at
AT5G25490	0.00000162	-3.45	246891_at
AT3G29240	0.047818173	1.195609244	257745_at
AT3G25290	0.022429035	-1.24	257824_at
AT1G25380	0.008040622	1.412090292	255736_at
AT4G20260	0.006593983	1.576509656	254492_at
AT1G72030	0.008572275	1.287616669	256336_at
AT1G78100	0.003467407	1.504157229	260058_at
AT5G51830	0.039008758	1.402970709	248381_at
AT5G46240	0.000733708	-1.62	248888_at
AT5G67180	0.048466762	-1.33	247041_at
AT1G14770	0.027412335	-1.23	262839_at
AT1G28010	0.009833022	-1.52	259579_at
AT3G49950	0.02276227	-1.25	252237_at
AT1G49210	0.007919133	-1.41	260748_at
AT5G02840	0.015932032	1.430999127	250972_at
AT5G58787	0.034591695	-1.22	247792_at
AT1G02170	0.040037362	1.250837576	264178_at
AT1G77460	0.038659817	-1.37	259731_at
AT4G36160	0.000525936	-1.92	253076_at
AT4G28300	0.021757846	1.326176544	253808_at
AT3G14780	0.013869835	-1.34	256574_at
AT5G58650	0.036141499	1.395101863	247793_at
AT3G20090	0.036391521	1.46982123	257142_at
AT5G64180	0.011394393	1.280498815	247295_at
AT4G12700	0.040353421	1.295106162	254807_at
AT3G56630	0.037694737	1.362110572	251699_at
AT3G56140	0.003513756	1.361626048	251719_at
AT1G30130	0.006279089	1.418271508	256191_at
AT1G70950	0.000144764	-1.9	262305_at
